,ISBN13,Title,Author,Date Started,Date Read,Year Read,Finished,title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,subtitle,averageRating,ratingsCount,ISBN_13,ISBN_10,OTHER,smallThumbnail,thumbnail
224,9780735224902,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,2018-10-14,2018-11-11,2018,True,The Coddling of the American Mind,"['Greg Lukianoff', 'Jonathan Haidt']",Penguin,2018-09-04,"Something is going wrong on many college campuses in the last few years. Rates of anxiety, depression, and suicide are rising. Speakers are shouted down. Students and professors say they are walking on eggshells and afraid to speak honestly. How did this happen? First Amendment expert Greg Lukianoff and social psychologist Jonathan Haidt show how the new problems on campus have their origins in three terrible ideas that have become increasingly woven into American childhood and education: what doesn’t kill you makes you weaker; always trust your feelings; and life is a battle between good people and evil people. These three Great Untruths are incompatible with basic psychological principles, as well as ancient wisdom from many cultures. They interfere with healthy development. Anyone who embraces these untruths—and the resulting culture of safetyism—is less likely to become an autonomous adult able to navigate the bumpy road of life. Lukianoff and Haidt investigate the many social trends that have intersected to produce these untruths. They situate the conflicts on campus in the context of America’s rapidly rising political polarization, including a rise in hate crimes and off-campus provocation. They explore changes in childhood including the rise of fearful parenting, the decline of unsupervised play, and the new world of social media that has engulfed teenagers in the last decade. This is a book for anyone who is confused by what is happening on college campuses today, or has children, or is concerned about the growing inability of Americans to live, work, and cooperate across party lines.","[{'type': 'ISBN_13', 'identifier': '9780735224902'}, {'type': 'ISBN_10', 'identifier': '0735224900'}]","{'text': True, 'image': False}",353.0,BOOK,['Social Science'],NOT_MATURE,True,1.24.19.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=9-o6DwAAQBAJ&printsec=frontcover&dq=isbn:9780735224902&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=9-o6DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=9-o6DwAAQBAJ,How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,5.0,1.0,9780735224902,0735224900,,http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
188,9781604077742,Mindfulness for Beginners,Jon Kabat-Zinn,2019-01-08,2019-01-10,2019,True,Mindfulness for Beginners,"['Jon Kabat-Zinn, PhD']",St. Martin's Essentials,2012-01-01,"An Invitation to the Practice of Mindfulness We may long for wholeness, suggests Jon Kabat-Zinn, but the truth is that it is already here and already ours. The practice of mindfulness holds the possibility of not just a fleeting sense of contentment, but a true embracing of a deeper unity that envelops and permeates our lives. With Mindfulness for Beginners you are invited to learn how to transform your relationship to the way you think, feel, love, work, and play—and thereby awaken to and embody more completely who you really are. Here, the teacher, scientist, and clinician who first demonstrated the benefits of mindfulness within mainstream Western medicine offers a book that you can use in three unique ways: as a collection of reflections and practices to be opened and explored at random; as an illuminating and engaging start-to-finish read; or as an unfolding “lesson-a-day” primer on mindfulness practice. Beginning and advanced meditators alike will discover in these pages a valuable distillation of the key attitudes and essential practices that Jon Kabat-Zinn has found most useful with his students, including: Why heartfulness is synonymous with true mindfulnessThe value of coming back to our bodies and to our senses over and over againHow our thoughts “self-liberate” when touched by awarenessMoving beyond our “story” into direct experienceStabilizing our attention and presence amidst daily activitiesThe three poisons that cause suffering—and their antidotesHow mindfulness heals, even after the factReclaiming our wholeness, and more. The prescription for living a more mindful life seems simple enough: return your awareness again and again to whatever is going on. But if you’ve tried it, you know that here is where all the questions and challenges really begin. Mindfulness for Beginners provides welcome answers, insights, and instruction to help us make that shift, moment by moment, into a more spacious, clear, reliable, and loving connection with ourselves and the world. Includes digital access to five guided mindfulness meditations by Jon Kabat-Zinn, selected from the audio program that inspired this book.","[{'type': 'ISBN_13', 'identifier': '9781604077742'}, {'type': 'ISBN_10', 'identifier': '1604077743'}]","{'text': True, 'image': False}",147.0,BOOK,['Self-Help'],NOT_MATURE,False,1.2.2.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=yFSzEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=yFSzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=yFSzEAAAQBAJ&printsec=frontcover&dq=isbn:9781604077742&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=yFSzEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=yFSzEAAAQBAJ,Explore the Infinite Potential that Lies Within This Very Moment,,,9781604077742,1604077743,,http://books.google.com/books/content?id=yFSzEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=yFSzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
189,9781101515167,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,2019-01-11,2019-01-19,2019,True,The Psychopath Test,['Jon Ronson'],Penguin,2011-05-12,"In this madcap journey, a bestselling journalist investigates psychopaths and the industry of doctors, scientists, and everyone else who studies them. The Psychopath Test is a fascinating journey through the minds of madness. Jon Ronson's exploration of a potential hoax being played on the world's top neurologists takes him, unexpectedly, into the heart of the madness industry. An influential psychologist who is convinced that many important CEOs and politicians are, in fact, psychopaths teaches Ronson how to spot these high-flying individuals by looking out for little telltale verbal and nonverbal clues. And so Ronson, armed with his new psychopath-spotting abilities, enters the corridors of power. He spends time with a death-squad leader institutionalized for mortgage fraud in Coxsackie, New York; a legendary CEO whose psychopathy has been speculated about in the press; and a patient in an asylum for the criminally insane who insists he's sane and certainly not a psychopath. Ronson not only solves the mystery of the hoax but also discovers, disturbingly, that sometimes the personalities at the helm of the madness industry are, with their drives and obsessions, as mad in their own way as those they study. And that relatively ordinary people are, more and more, defined by their maddest edges.","[{'type': 'ISBN_13', 'identifier': '9781101515167'}, {'type': 'ISBN_10', 'identifier': '1101515163'}]","{'text': True, 'image': False}",222.0,BOOK,['Social Science'],NOT_MATURE,True,0.4.5.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=U5bs6Kqwux4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=U5bs6Kqwux4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=U5bs6Kqwux4C&printsec=frontcover&dq=isbn:9781101515167&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=U5bs6Kqwux4C&source=gbs_api,https://play.google.com/store/books/details?id=U5bs6Kqwux4C,A Journey Through the Madness Industry,4.0,12.0,9781101515167,1101515163,,http://books.google.com/books/content?id=U5bs6Kqwux4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=U5bs6Kqwux4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
191,9781476733524,The Gene: An Intimate History,Siddhartha Mukherjee,2019-01-13,2019-04-10,2019,True,The Gene,['Siddhartha Mukherjee'],Simon and Schuster,2016,"Prologue: Families -- ""The missing science of heredity"" 1865-1935 -- ""In the sum of the parts, there are only the parts"" 1930-1970 -- ""The dreams of geneticists"" 1970-2001 -- ""The proper study of mankind is man"" 1970-2005 -- Through the looking glass 2001-2015 -- Post-genome 2015- ... -- Epilogue: Bheda, Abheda","[{'type': 'ISBN_13', 'identifier': '9781476733524'}, {'type': 'ISBN_10', 'identifier': '147673352X'}]","{'text': False, 'image': False}",624.0,BOOK,['History'],NOT_MATURE,False,0.7.4.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=aF29DgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=aF29DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=aF29DgAAQBAJ&printsec=frontcover&dq=isbn:9781476733524&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=aF29DgAAQBAJ&dq=isbn:9781476733524&hl=&source=gbs_api,https://books.google.com/books/about/The_Gene.html?hl=&id=aF29DgAAQBAJ,An Intimate History,,,9781476733524,147673352X,,http://books.google.com/books/content?id=aF29DgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=aF29DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
215,9780312358341,The Leftovers,Tom Perrotta,2019-02-10,2019-02-15,2019,True,The Leftovers,['Tom Perrotta'],St Martins Press,2011-08-30,"When a bizarre phenomenon causes the cataclysmic disappearances of numerous people all over the world, Kevin Garvey, the new mayor of a once-comfortable suburban community, struggles to help his neighbors heal while enduring the fanatical religious conversions of his wife and son. By the best-selling author of Little Children. 300,000 first printing.","[{'type': 'ISBN_10', 'identifier': '0312358342'}, {'type': 'ISBN_13', 'identifier': '9780312358341'}]","{'text': False, 'image': False}",355.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=jtv9ngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=jtv9ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=jtv9ngEACAAJ&dq=isbn:9780312358341&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=jtv9ngEACAAJ&dq=isbn:9780312358341&hl=&source=gbs_api,https://books.google.com/books/about/The_Leftovers.html?hl=&id=jtv9ngEACAAJ,,,,9780312358341,0312358342,,http://books.google.com/books/content?id=jtv9ngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=jtv9ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
214,9781501144035,Mrs. Fletcher,Tom Perrotta,2019-02-21,2019-02-24,2019,True,Mrs. Fletcher,['Tom Perrotta'],Scribner,2018-05-01,"Now an HBO series starring Kathryn Hahn! “Light, zingy, and laugh-out-loud funny” (People), the New York Times bestselling novel about sex, love, and identity as seen through the eyes of a middle-aged woman and her college freshman son. A forty-six-year-old divorcee whose beloved only child has just left for college, Eve Fletcher is struggling to adjust to her empty nest. One night she receives a text from an anonymous number that says, “U R my MILF!” Over the months that follow, that message comes to obsess Eve. While leading her all-too-placid life—serving as Executive Director of the local senior center and taking a community college course on Gender and Society—Eve can’t curtail her own interest in a porn website that features the erotic exploits of ordinary, middle-aged women like herself. Before long, Eve’s online fixations begin to spill over into real life, revealing new romantic possibilities that threaten to upend her quiet suburban existence. Meanwhile, miles away at the state college, Eve’s son Brendan—a jock and aspiring frat boy—discovers that his new campus isn’t nearly as welcoming to his hard-partying lifestyle as he had imagined. Only a few weeks into his freshman year, Brendan is floundering in a college environment that challenges his white-dude privilege and shames him for his outmoded, chauvinistic ideas of sex. As the New England autumn turns cold, both mother and son find themselves enmeshed in morally fraught situations that come to a head on one fateful November night. “The sweetest and most charming novel about pornography addiction and the harrowing issues of sexual consent that you will probably ever read” (The New York Times Book Review), Mrs. Fletcher is a timeless examination of sexuality, identity, parenthood, and the big clarifying mistakes people can make when they’re no longer sure of who they are or where they belong. “Tom Perrotta’s latest might just be his best” (NPR).","[{'type': 'ISBN_10', 'identifier': '1501144030'}, {'type': 'ISBN_13', 'identifier': '9781501144035'}]","{'text': False, 'image': False}",336.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=85LoyQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=85LoyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=85LoyQEACAAJ&dq=isbn:9781501144035&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=85LoyQEACAAJ&dq=isbn:9781501144035&hl=&source=gbs_api,https://books.google.com/books/about/Mrs_Fletcher.html?hl=&id=85LoyQEACAAJ,A Novel,,,9781501144035,1501144030,,http://books.google.com/books/content?id=85LoyQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=85LoyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
190,9780062664518,"The Border (Power of the Dog, #3)",Don Winslow,2019-02-26,2019-03-14,2019,True,The Border,['Don Winslow'],HarperCollins,2019-02-26,"ONE OF THE MOST ACCLAIMED BOOKS OF THE YEAR Contains an excerpt from Don Winslow’s explosive new novel, City on Fire! NAMED A BEST BOOK OF THE YEAR BY Washington Post • NPR • Financial Times • The Guardian • Booklist • New Statesman • Daily Telegraph • Irish Times • Dallas Morning News • Sunday Times • New York Post ""A big, sprawling, ultimately stunning crime tableau."" – Janet Maslin, New York Times ""You can't ask for more emotionally moving entertainment."" – Stephen King ""One of the best thriller writers on the planet."" – Esquire The explosive, highly anticipated conclusion to the epic Cartel trilogy from the New York Times bestselling author of The Force What do you do when there are no borders? When the lines you thought existed simply vanish? How do you plant your feet to make a stand when you no longer know what side you’re on? The war has come home. For over forty years, Art Keller has been on the front lines of America’s longest conflict: The War on Drugs. His obsession to defeat the world’s most powerful, wealthy, and lethal kingpin?the godfather of the Sinaloa Cartel, Adán Barrera?has left him bloody and scarred, cost him the people he loves, even taken a piece of his soul. Now Keller is elevated to the highest ranks of the DEA, only to find that in destroying one monster he has created thirty more that are wreaking even more chaos and suffering in his beloved Mexico. But not just there. Barrera’s final legacy is the heroin epidemic scourging America. Throwing himself into the gap to stem the deadly flow, Keller finds himself surrounded by enemies?men who want to kill him, politicians who want to destroy him, and worse, the unimaginable?an incoming administration that’s in bed with the very drug traffickers that Keller is trying to bring down. Art Keller is at war with not only the cartels, but with his own government. And the long fight has taught him more than he ever imagined. Now, he learns the final lesson?there are no borders. In a story that moves from deserts of Mexico to Wall Street, from the slums of Guatemala to the marbled corridors of Washington, D.C., Winslow follows a new generation of narcos, the cops who fight them, street traffickers, addicts, politicians, money-launderers, real-estate moguls, and mere children fleeing the violence for the chance of a life in a new country. A shattering tale of vengeance, violence, corruption and justice, this last novel in Don Winslow’s magnificent, award-winning, internationally bestselling trilogy is packed with unforgettable, drawn-from-the-headlines scenes. Shocking in its brutality, raw in its humanity, The Border is an unflinching portrait of modern America, a story of—and for—our time.","[{'type': 'ISBN_13', 'identifier': '9780062664518'}, {'type': 'ISBN_10', 'identifier': '0062664514'}]","{'text': True, 'image': False}",967.0,BOOK,['Fiction'],NOT_MATURE,True,1.6.6.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=AndbDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=AndbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=AndbDwAAQBAJ&printsec=frontcover&dq=isbn:9780062664518&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=AndbDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=AndbDwAAQBAJ,A Novel,,,9780062664518,0062664514,,http://books.google.com/books/content?id=AndbDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=AndbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
213,9780375701900,Straight Man,Richard Russo,2019-03-23,2019-03-28,2019,True,Straight Man,['Richard Russo'],Vintage,1998-06-09,"Hilarious and true-to-life, witty, compassionate, and impossible to put down, Straight Man follows Hank Devereaux through one very bad week in this novel from the Pulitzer Prize-winning author of Empire Falls. • Now the AMC Original Series Lucky Hank. William Henry Devereaux, Jr., is the reluctant chairman of the English department of a badly underfunded college in the Pennsylvania rust belt. Devereaux's reluctance is partly rooted in his character—he is a born anarchist—and partly in the fact that his department is more savagely divided than the Balkans. In the course of a single week, Devereaux will have his nose mangled by an angry colleague, imagine his wife is having an affair with his dean, wonder if a curvaceous adjunct is trying to seduce him with peach pits, and threaten to execute a goose on local television. All this while coming to terms with his philandering father, the dereliction of his youthful promise, and the ominous failure of certain vital body functions. In short, Straight Man is classic Russo—side-splitting, poignant, compassionate, and unforgettable. Look for Richard Russo's new book, Somebody's Fool, coming soon.","[{'type': 'ISBN_13', 'identifier': '9780375701900'}, {'type': 'ISBN_10', 'identifier': '0375701907'}]","{'text': False, 'image': False}",417.0,BOOK,['Fiction'],NOT_MATURE,False,0.9.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=V6uLPr34lPcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=V6uLPr34lPcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=V6uLPr34lPcC&printsec=frontcover&dq=isbn:9780375701900&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=V6uLPr34lPcC&dq=isbn:9780375701900&hl=&source=gbs_api,https://books.google.com/books/about/Straight_Man.html?hl=&id=V6uLPr34lPcC,A Novel,5.0,1.0,9780375701900,0375701907,,http://books.google.com/books/content?id=V6uLPr34lPcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=V6uLPr34lPcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
193,9780375726408,Empire Falls,Richard Russo,2019-03-28,2019-05-10,2019,True,Empire Falls,['Richard Russo'],Vintage,2002-04-12,"NATIONAL BESTSELLER • PULITZER PRIZE WINNER • The bestselling author of Nobody's Fool and Straight Man delves deep into the blue-collar heart of America in a work that overflows with hilarity, heartache, and grace. “Rich, humorous ... Mr. Russo’s most seductive book thus far.” —The New York Times Welcome to Empire Falls, a blue-collar town full of abandoned mills whose citizens surround themselves with the comforts and feuds provided by lifelong friends and neighbors and who find humor and hope in the most unlikely places, in this Pulitzer Prize-winning novel by Richard Russo. Miles Roby has been slinging burgers at the Empire Grill for 20 years, a job that cost him his college education and much of his self-respect. What keeps him there? It could be his bright, sensitive daughter Tick, who needs all his help surviving the local high school. Or maybe it’s Janine, Miles’ soon-to-be ex-wife, who’s taken up with a noxiously vain health-club proprietor. Or perhaps it’s the imperious Francine Whiting, who owns everything in town–and seems to believe that “everything” includes Miles himself. Look for Richard Russo's new book, Somebody's Fool, coming soon.","[{'type': 'ISBN_13', 'identifier': '9780375726408'}, {'type': 'ISBN_10', 'identifier': '0375726403'}]","{'text': False, 'image': False}",497.0,BOOK,['Fiction'],NOT_MATURE,False,0.10.4.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=bX8N8shdUTAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=bX8N8shdUTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=bX8N8shdUTAC&printsec=frontcover&dq=isbn:9780375726408&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=bX8N8shdUTAC&dq=isbn:9780375726408&hl=&source=gbs_api,https://books.google.com/books/about/Empire_Falls.html?hl=&id=bX8N8shdUTAC,,3.5,8.0,9780375726408,0375726403,,http://books.google.com/books/content?id=bX8N8shdUTAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=bX8N8shdUTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
212,9780399590504,Educated,Tara Westover,2019-04-15,2019-04-24,2019,True,Educated,['Tara Westover'],National Geographic Books,2018-02-20,"#1 NEW YORK TIMES, WALL STREET JOURNAL, AND BOSTON GLOBE BESTSELLER • One of the most acclaimed books of our time: an unforgettable memoir about a young woman who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University “Extraordinary . . . an act of courage and self-invention.”—The New York Times NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW • ONE OF PRESIDENT BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR • BILL GATES’S HOLIDAY READING LIST • FINALIST: National Book Critics Circle’s Award In Autobiography and John Leonard Prize For Best First Book • PEN/Jean Stein Book Award • Los Angeles Times Book Prize Born to survivalists in the mountains of Idaho, Tara Westover was seventeen the first time she set foot in a classroom. Her family was so isolated from mainstream society that there was no one to ensure the children received an education, and no one to intervene when one of Tara’s older brothers became violent. When another brother got himself into college, Tara decided to try a new kind of life. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge University. Only then would she wonder if she’d traveled too far, if there was still a way home. “Beautiful and propulsive . . . Despite the singularity of [Westover’s] childhood, the questions her book poses are universal: How much of ourselves should we give to those we love? And how much must we betray them to grow up?”—Vogue ONE OF THE BEST BOOKS OF THE YEAR: The Washington Post, O: The Oprah Magazine, Time, NPR, Good Morning America, San Francisco Chronicle, The Guardian, The Economist, Financial Times, Newsday, New York Post, theSkimm, Refinery29, Bloomberg, Self, Real Simple, Town & Country, Bustle, Paste, Publishers Weekly, Library Journal, LibraryReads, Book Riot, Pamela Paul, KQED, New York Public Library","[{'type': 'ISBN_13', 'identifier': '9780399590504'}, {'type': 'ISBN_10', 'identifier': '0399590501'}]","{'text': True, 'image': False}",334.0,BOOK,['Biography & Autobiography'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=2nyNEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=2nyNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=2nyNEAAAQBAJ&dq=isbn:9780399590504&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=2nyNEAAAQBAJ&dq=isbn:9780399590504&hl=&source=gbs_api,https://books.google.com/books/about/Educated.html?hl=&id=2nyNEAAAQBAJ,A Memoir,,,9780399590504,0399590501,,http://books.google.com/books/content?id=2nyNEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=2nyNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
192,9780679753339,Nobody's Fool,Richard Russo,2019-04-25,2019-05-09,2019,True,Nobody's Fool,['Richard Russo'],Vintage,1994-04-12,"From the Pulitzer Prize–winning author of Empire Falls, this slyly funny, moving novel about a blue-collar town in upstate New York—and about Sully, one of its unluckiest citizens, who has been doing the wrong thing triumphantly for fifty years—is a classic American story. ""Remarkable.... A revelation of the human heart."" —The Washington Post Divorced from his own wife and carrying on halfheartedly with another man's, saddled with a bum knee and friends who make enemies redundant, Sully now has one new problem to cope with: a long-estranged son who is in imminent danger of following in his father's footsteps. With its uproarious humor and a heart that embraces humanity's follies as well as its triumphs, Nobody's Fool, from Pulitzer Prize-winning author, Richard Russo, is storytelling at its most generous. Nobody’s Fool was made into a movie starring Paul Newman, Bruce Willis, Jessica Tandy, and Melody Griffith. Look for Everybody’s Fool, available now, and Somebody’s Fool, coming soon.","[{'type': 'ISBN_13', 'identifier': '9780679753339'}, {'type': 'ISBN_10', 'identifier': '0679753338'}]","{'text': False, 'image': False}",561.0,BOOK,['Fiction'],NOT_MATURE,False,1.7.3.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=aHXvWklvxuEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=aHXvWklvxuEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=aHXvWklvxuEC&printsec=frontcover&dq=isbn:9780679753339&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=aHXvWklvxuEC&dq=isbn:9780679753339&hl=&source=gbs_api,https://books.google.com/books/about/Nobody_s_Fool.html?hl=&id=aHXvWklvxuEC,,4.0,8.0,9780679753339,0679753338,,http://books.google.com/books/content?id=aHXvWklvxuEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=aHXvWklvxuEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
