,ISBN13,Title,Author,Date Started,Date Read,Year Read,Finished,title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,subtitle,averageRating,ratingsCount,ISBN_13,ISBN_10,OTHER,smallThumbnail,thumbnail
283,9780525510871,Fleishman Is in Trouble,Taffy Brodesser-Akner,2025-02-11,2025-02-21,2025,True,Fleishman Is in Trouble,['Taffy Brodesser-Akner'],Random House,2019-06-18,"NEW YORK TIMES BESTSELLER • NATIONAL BOOK AWARD LONGLIST • “A masterpiece” (NPR) about marriage, divorce, and the bewildering dynamics of ambition Now an Emmy Award–nominated FX limited series on Hulu, starring Claire Danes, Jesse Eisenberg, Lizzy Caplan, and Adam Brody ONE OF THE TEN BEST BOOKS OF THE YEAR: Entertainment Weekly, The New York Public Library ONE OF THE BEST BOOKS OF THE YEAR: The New York Times Book Review, Time, The Washington Post, USA Today Vanity Fair, Vogue, NPR, Chicago Tribune, GQ, Vox, Refinery29, Elle, The Guardian, Real Simple, Financial Times, Parade, Good Housekeeping, New Statesman, Marie Claire, Town & Country, Evening Standard, Thrillist, Booklist, Kirkus Reviews, BookPage, BookRiot, Shelf Awareness Toby Fleishman thought he knew what to expect when he and his wife of almost fifteen years separated: weekends and every other holiday with the kids, some residual bitterness, the occasional moment of tension in their co-parenting negotiations. He could not have predicted that one day, in the middle of his summer of sexual emancipation, Rachel would just drop their two children off at his place and simply not return. He had been working so hard to find equilibrium in his single life. The winds of his optimism, long dormant, had finally begun to pick up. Now this. As Toby tries to figure out where Rachel went, all while juggling his patients at the hospital, his never-ending parental duties, and his new app-assisted sexual popularity, his tidy narrative of the spurned husband with the too-ambitious wife is his sole consolation. But if Toby ever wants to truly understand what happened to Rachel and what happened to his marriage, he is going to have to consider that he might not have seen things all that clearly in the first place. A searing, utterly unvarnished debut, Fleishman Is in Trouble is an insightful, unsettling, often hilarious exploration of a culture trying to navigate the fault lines of an institution that has proven to be worthy of our great wariness and our great hope. Alma’s Best Jewish Novel of the Year • Finalist for the National Book Critics Circle’s John Leonard Prize for Best First Book","[{'type': 'ISBN_13', 'identifier': '9780525510871'}, {'type': 'ISBN_10', 'identifier': '0525510877'}]","{'text': False, 'image': False}",386.0,BOOK,['Fiction'],MATURE,False,0.5.0.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=rq6ZDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=rq6ZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=rq6ZDwAAQBAJ&printsec=frontcover&dq=isbn:9780525510871&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=rq6ZDwAAQBAJ&dq=isbn:9780525510871&hl=&source=gbs_api,https://books.google.com/books/about/Fleishman_Is_in_Trouble.html?hl=&id=rq6ZDwAAQBAJ,A Novel,,,9780525510871,0525510877,,http://books.google.com/books/content?id=rq6ZDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=rq6ZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
306,9781982122126,Animal,Lisa Taddeo,2025-02-11,2025-02-20,2025,True,Animal,['Lisa Taddeo'],Simon and Schuster,2021-06-08,"""Joan has spent a lifetime enduring the cruelties of men. But when one of them commits a shocking act of violence in front of her, she flees New York City in search of Alice, the only person alive who can help her make sense of her past. In the sweltering hills above Los Angeles, Joan unravels the horrific event she witnessed as a child--that has haunted her every waking moment--while forging the power to finally strike back.""--","[{'type': 'ISBN_13', 'identifier': '9781982122126'}, {'type': 'ISBN_10', 'identifier': '1982122129'}]","{'text': False, 'image': False}",336.0,BOOK,['Fiction'],MATURE,False,0.3.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=jJ0tEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=jJ0tEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=jJ0tEAAAQBAJ&printsec=frontcover&dq=isbn:9781982122126&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=jJ0tEAAAQBAJ&dq=isbn:9781982122126&hl=&source=gbs_api,https://books.google.com/books/about/Animal.html?hl=&id=jJ0tEAAAQBAJ,A Novel,,,9781982122126,1982122129,,http://books.google.com/books/content?id=jJ0tEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=jJ0tEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
279,9780062357250,Native Son,Richard Wright,2025-02-25,2025-03-16,2025,True,Native Son,['Richard Wright'],Harper Perennial,2014-09-16,"Right from the start, Bigger Thomas had been headed for jail. It could have been for assault or petty larceny; by chance, it was for murder and rape. Native Son tells the story of this young black man caught in a downward spiral after he kills a young white woman in a brief moment of panic. Set in Chicago in the 1930s, Richard Wright’s powerful novel is an unsparing reflection on the poverty and feelings of hopelessness experienced by people in inner cities across the country and of what it means to be black in America.","[{'type': 'ISBN_10', 'identifier': '0062357255'}, {'type': 'ISBN_13', 'identifier': '9780062357250'}]","{'text': False, 'image': False}",560.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Y7qpzwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Y7qpzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=Y7qpzwEACAAJ&dq=isbn:9780062357250&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=Y7qpzwEACAAJ&dq=isbn:9780062357250&hl=&source=gbs_api,https://books.google.com/books/about/Native_Son.html?hl=&id=Y7qpzwEACAAJ,,,,9780062357250,0062357255,,http://books.google.com/books/content?id=Y7qpzwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Y7qpzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
308,9780525541943,Fair Play: A Game-Changing Solution for When You Have Too Much to Do,Eve Rodsky,2025-03-14,2025-05-01,2025,True,Fair Play: Reese's Book Club,['Eve Rodsky'],Penguin,2021-01-05,"AN INSTANT NEW YORK TIMES BESTSELLER • A REESE'S BOOK CLUB PICK Tired, stressed, and in need of more help from your partner? Imagine running your household (and life!) in a new way... It started with the Sh*t I Do List. Tired of being the “shefault” parent responsible for all aspects of her busy household, Eve Rodsky counted up all the unpaid, invisible work she was doing for her family—and then sent that list to her husband, asking for things to change. His response was...underwhelming. Rodsky realized that simply identifying the issue of unequal labor on the home front wasn't enough: She needed a solution to this universal problem. Her sanity, identity, career, and marriage depended on it. The result is Fair Play: a time- and anxiety-saving system that offers couples a completely new way to divvy up domestic responsibilities. Rodsky interviewed more than five hundred men and women from all walks of life to figure out what the invisible work in a family actually entails and how to get it all done efficiently. With 4 easy-to-follow rules, 100 household tasks, and a series of conversation starters for you and your partner, Fair Play helps you prioritize what's important to your family and who should take the lead on every chore, from laundry to homework to dinner. “Winning” this game means rebalancing your home life, reigniting your relationship with your significant other, and reclaiming your Unicorn Space—the time to develop the skills and passions that keep you interested and interesting. Stop drowning in to-dos and lose some of that invisible workload that's pulling you down. Are you ready to try Fair Play? Let's deal you in.","[{'type': 'ISBN_13', 'identifier': '9780525541943'}, {'type': 'ISBN_10', 'identifier': '0525541942'}]","{'text': False, 'image': False}",385.0,BOOK,['Social Science'],NOT_MATURE,False,0.7.4.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=MF4NEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=MF4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=MF4NEAAAQBAJ&printsec=frontcover&dq=isbn:9780525541943&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=MF4NEAAAQBAJ&dq=isbn:9780525541943&hl=&source=gbs_api,https://books.google.com/books/about/Fair_Play_Reese_s_Book_Club.html?hl=&id=MF4NEAAAQBAJ,A Game-Changing Solution for When You Have Too Much to Do (and More Life to Live),,,9780525541943,0525541942,,http://books.google.com/books/content?id=MF4NEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=MF4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
307,9781984880963,The Thursday Murder Club,Richard Osman,2025-03-22,2025-04-07,2025,True,The Thursday Murder Club,['Richard Osman'],Pamela Dorman Books,2020,"""First published in hardcover in Great Britain by Viking, an imprint of Penguin Books, a division of Penguin Random House Ltd., London""--Copyright page.","[{'type': 'ISBN_13', 'identifier': '9781984880963'}, {'type': 'ISBN_10', 'identifier': '1984880969'}]","{'text': False, 'image': False}",370.0,BOOK,['Fiction'],NOT_MATURE,False,0.2.1.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=hFT5DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hFT5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=hFT5DwAAQBAJ&printsec=frontcover&dq=isbn:9781984880963&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=hFT5DwAAQBAJ&dq=isbn:9781984880963&hl=&source=gbs_api,https://books.google.com/books/about/The_Thursday_Murder_Club.html?hl=&id=hFT5DwAAQBAJ,,3.5,2.0,9781984880963,1984880969,,http://books.google.com/books/content?id=hFT5DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=hFT5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
294,9780593299821,The Barn: The Secret History of a Murder in Mississippi,Wright Thompson,2025-03-23,2025-04-09,2025,True,The Barn,['Wright Thompson'],Penguin,2024-09-24,"The instant New York Times bestseller • Named a Best Book of the Year by The Washington Post, Slate, Vanity Fair, TIME, Buzzfeed, Smithsonian, BookPage, KCUR, Kirkus, and Boston Globe • Nominated for a PEN America Literary Award “It literally changed my outlook on the world…incredible.” —Shonda Rhimes ""The Barn is serious history and skillful journalism, but with the nuance and wallop of a finely wrought novel… The Barn describes not just the poison of silence and lies, but also the dignity of courage and truth.” — The Washington Post “The most brutal, layered, and absolutely beautiful book about Mississippi, and really how the world conspired with the best and worst parts of Mississippi, I will ever read…Reporting and reckoning can get no better, or more important, than this.” —Kiese Laymon “An incredible history of a crime that changed America.” —John Grisham ""With integrity, and soul, Thompson unearths the terrible how and why, carrying us back and forth through time, deep in Mississippi—baring sweat, soil, and heart all the way through.” —Imani Perry A shocking and revelatory account of the murder of Emmett Till that lays bare the long lead-up to the crime and how the truth was hidden for so long In summer 1955, two men, Roy Bryant and J. W. Milam, were charged with the torture and murder of the fourteen-year-old Emmett Till in Money, Mississippi, and acquitted in a mockery of justice, leaving behind an ink cloud of a false confession. In The Barn, Wright Thompson reveals the true nature and location of the long night of hell that August: inside the barn of one of the killers, within the six-square-mile grid whose official name is Township 22 North, Range 4 West, Section 2, West Half, fabled in the Delta of myth as the birthplace of the blues, and twenty-three miles from Thompson’s own family farm. Wright Thompson has a deep, local understanding of this story—the world of the families of both Emmett Till and his killers, the historical forces that brought them together in the same place, and how the crime came to loom so large. Putting the killing floor of the barn on the map of West Half, and the Delta, and America, is a way onto the road this country must travel if we are to heal our oldest, deepest wound.","[{'type': 'ISBN_13', 'identifier': '9780593299821'}, {'type': 'ISBN_10', 'identifier': '0593299825'}]","{'text': False, 'image': False}",449.0,BOOK,['History'],NOT_MATURE,False,1.4.3.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Uv3vEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Uv3vEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=Uv3vEAAAQBAJ&printsec=frontcover&dq=isbn:9780593299821&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=Uv3vEAAAQBAJ&dq=isbn:9780593299821&hl=&source=gbs_api,https://books.google.com/books/about/The_Barn.html?hl=&id=Uv3vEAAAQBAJ,The Secret History of a Murder in Mississippi,,,9780593299821,0593299825,,http://books.google.com/books/content?id=Uv3vEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Uv3vEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
284,9780375703867,White Teeth,Zadie Smith,2025-04-20,2025-09-29,2025,True,White Teeth,['Zadie Smith'],Vintage,2000,"NATIONAL BESTSELLER • Updated for the 25th Anniversary with a new introduction by the author • The blockbuster debut novel from “a preternaturally gifted” writer (The New York Times) and author of On Beauty and Swing Time—set against London's racial and cultural tapestry, reveling in the ecstatic hodgepodge of modern life, flirting with disaster, and embracing the comedy of daily existence. One of the New York Times’s 100 Best Books of the 21st Century Zadie Smith’s dazzling debut caught critics grasping for comparisons and deciding on everyone from Charles Dickens to Salman Rushdie to John Irving and Martin Amis. But the truth is that Zadie Smith’s voice is remarkably, fluently, and altogether wonderfully her own. At the center of this invigorating novel are two unlikely friends, Archie Jones and Samad Iqbal. Hapless veterans of World War II, Archie and Samad and their families become agents of England’s irrevocable transformation. A second marriage to Clara Bowden, a beautiful, albeit tooth-challenged, Jamaican half his age, quite literally gives Archie a second lease on life, and produces Irie, a knowing child whose personality doesn’t quite match her name (Jamaican for “no problem”). Samad’s late-in-life arranged marriage (he had to wait for his bride to be born), produces twin sons whose separate paths confound Iqbal’s every effort to direct them, and a renewed, if selective, submission to his Islamic faith. “[White Teeth] is, like the London it portrays, a restless hybrid of voices, tones, and textures…with a raucous energy and confidence.” —The New York Times Book Review","[{'type': 'ISBN_10', 'identifier': '0375703861'}, {'type': 'ISBN_13', 'identifier': '9780375703867'}]","{'text': False, 'image': False}",468.0,BOOK,['Fiction'],NOT_MATURE,False,1.4.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=BJtud-Wbt9YC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=BJtud-Wbt9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=BJtud-Wbt9YC&dq=isbn:9780375703867&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=BJtud-Wbt9YC&dq=isbn:9780375703867&hl=&source=gbs_api,https://books.google.com/books/about/White_Teeth.html?hl=&id=BJtud-Wbt9YC,A Novel,3.5,18.0,9780375703867,0375703861,,http://books.google.com/books/content?id=BJtud-Wbt9YC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=BJtud-Wbt9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
271,9780593731680,Mỹ Documents,Kevin Nguyen,2025-06-06,2025-06-14,2025,True,My Documents,['Kevin Nguyen'],Random House,2025-04-08,"The paths of four family members diverge drastically when the U.S. government begins detaining Vietnamese Americans, in this “rich, gripping novel that lands squarely as a mirror of our contemporary moral squalor” (Los Angeles Times). “Comically macabre . . . Nguyen [is] a stellar satirist who takes bold imaginative risks.”—The New York Times (Editors’ Choice) A BEST BOOK OF THE YEAR: TIME, THE NEW YORKER, ESQUIRE Ursula, Alvin, Jen, and Duncan grew up as cousins in the sprawling Nguyen family. As young adults, they’re on the precipice of new ventures: Ursula as a budding journalist in Manhattan, Alvin as an engineering intern for Google, Jen as a naïve freshman at NYU, and Duncan as a promising newcomer on his high school football team. Their lives are upended when a series of violent, senseless attacks across America creates a national panic, prompting a government policy that pushes Vietnamese Americans into internment camps. Jen and Duncan are sent with their mother to Camp Tacoma while Ursula and Alvin receive exemptions. Cut off entirely from the outside world, forced to work jobs they hate, Jen and Duncan try to withstand long, dusty days in camp and acclimate to life without the internet. That is, until Jen discovers a way to get messages to the outside. Her first instinct is to reach out to Ursula, who sees this connection as a chance to tell the world about the horrors of camp—and as an opportunity to bolster her own reporting career in the process. Informed by real-life events, from Japanese incarceration to the Vietnam War and modern-day immigrant detention, Kevin Nguyen’s novel gives us a version of reality only a few degrees away from our own. Moving and finely attuned to both the brutalities and mundanities of racism, Mỹ Documents is a strangely funny and touching portrait of American ambition, fear, and family. The story of the Nguyens is one of resilience and how we return to one another, and to ourselves, after tragedy.","[{'type': 'ISBN_13', 'identifier': '9780593731680'}, {'type': 'ISBN_10', 'identifier': '0593731689'}]","{'text': False, 'image': True}",353.0,BOOK,['Fiction'],NOT_MATURE,False,1.1.1.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Ww4cEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Ww4cEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=Ww4cEQAAQBAJ&printsec=frontcover&dq=isbn:9780593731680&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=Ww4cEQAAQBAJ&dq=isbn:9780593731680&hl=&source=gbs_api,https://books.google.com/books/about/My_Documents.html?hl=&id=Ww4cEQAAQBAJ,A Novel,,,9780593731680,0593731689,,http://books.google.com/books/content?id=Ww4cEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Ww4cEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
305,9781476756554,The Mars Room,Rachel Kushner,2025-06-13,2025-06-19,2025,True,The Mars Room,['Rachel Kushner'],Scribner,2018-05-01,"TIME’S #1 FICTION TITLE OF THE YEAR • NEW YORK TIMES NOTABLE BOOK OF 2018 FINALIST for the MAN BOOKER PRIZE and the NATIONAL BOOK CRITICS CIRCLE AWARD LONGLISTED for the ANDREW CARNEGIE MEDAL An instant New York Times bestseller from two-time National Book Award finalist Rachel Kushner, The Mars Room earned tweets from Margaret Atwood—“gritty, empathic, finely rendered, no sugar toppings, and a lot of punches, none of them pulled”—and from Stephen King—“The Mars Room is the real deal, jarring, horrible, compassionate, funny.” It’s 2003 and Romy Hall is at the start of two consecutive life sentences at Stanville Women’s Correctional Facility, deep in California’s Central Valley. Outside is the world from which she has been severed: the San Francisco of her youth and her young son, Jackson. Inside is a new reality: thousands of women hustling for the bare essentials needed to survive; the bluffing and pageantry and casual acts of violence by guards and prisoners alike; and the deadpan absurdities of institutional living, which Kushner evokes with great humor and precision. Stunning and unsentimental, The Mars Room demonstrates new levels of mastery and depth in Kushner’s work. It is audacious and tragic, propulsive and yet beautifully refined. As James Wood said in The New Yorker, her fiction “succeeds because it is so full of vibrantly different stories and histories, all of them particular, all of them brilliantly alive.”","[{'type': 'ISBN_10', 'identifier': '1476756554'}, {'type': 'ISBN_13', 'identifier': '9781476756554'}]","{'text': False, 'image': False}",338.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=TzIGygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=TzIGygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=TzIGygEACAAJ&dq=isbn:9781476756554&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=TzIGygEACAAJ&dq=isbn:9781476756554&hl=&source=gbs_api,https://books.google.com/books/about/The_Mars_Room.html?hl=&id=TzIGygEACAAJ,A Novel,,,9781476756554,1476756554,,http://books.google.com/books/content?id=TzIGygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=TzIGygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
264,9780099518785,Revolutionary Road,Richard Yates,2025-06-15,2025-06-24,2025,True,Revolutionary Road,['Richard Yates'],Random House,2009,"Hailed as a masterpiece from the moment of its first publication, Revolutionary Road is the story of Frank and April Wheeler, a bright, beautiful, and talented couple whose empty suburban life is held together by the dream that greatness is only just round the corner. With heartbreaking compassion and clarity, Richard Yates shows how Frank and April mortgage their hopes and ideals, betraying in the end not only each other, but their own best selves.","[{'type': 'ISBN_13', 'identifier': '9780099518785'}, {'type': 'ISBN_10', 'identifier': '0099518783'}]","{'text': False, 'image': False}",354.0,BOOK,['Fiction'],NOT_MATURE,False,0.20.8.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=iGDXVZiYmscC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iGDXVZiYmscC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=iGDXVZiYmscC&dq=isbn:9780099518785&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=iGDXVZiYmscC&dq=isbn:9780099518785&hl=&source=gbs_api,https://books.google.com/books/about/Revolutionary_Road.html?hl=&id=iGDXVZiYmscC,,,,9780099518785,0099518783,,http://books.google.com/books/content?id=iGDXVZiYmscC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=iGDXVZiYmscC&printsec=frontcover&img=1&zoom=1&source=gbs_api
298,9780062868145,So Far Gone,Jess Walter,2025-06-20,2025-06-26,2025,True,So Far Gone,['Jess Walter'],Harper,2025,"""From the #1 New York Times bestselling author of Beautiful Ruins comes a lively, smart, and deliciously funny new novel in the vein of True Grit, about a reclusive journalist who is suddenly thrown into a wild, suspenseful journey to rescue his kidnapped grandchildren""--","[{'type': 'ISBN_10', 'identifier': '0062868144'}, {'type': 'ISBN_13', 'identifier': '9780062868145'}]","{'text': False, 'image': False}",260.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=hTjl0AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hTjl0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=hTjl0AEACAAJ&dq=isbn:9780062868145&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=hTjl0AEACAAJ&dq=isbn:9780062868145&hl=&source=gbs_api,https://books.google.com/books/about/So_Far_Gone.html?hl=&id=hTjl0AEACAAJ,A Novel,,,9780062868145,0062868144,,http://books.google.com/books/content?id=hTjl0AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=hTjl0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
272,9781681376073,The Netanyahus: An Account of a Minor and Ultimately Even Negligible Episode in the History of a Very Famous Family,Joshua Cohen,2025-06-26,2025-07-27,2025,True,The Netanyahus,['Joshua Cohen'],New York Review of Books,2021-06-22,"WINNER OF THE 2022 PULITZER PRIZE FOR FICTION 2021 NATIONAL JEWISH BOOK AWARD WINNER A NEW YORK TIMES NOTABLE BOOK OF 2021 A WALL STREET JOURNAL BEST BOOK OF 2021 A KIRKUS BEST FICTION BOOK OF 2021 ""Absorbing, delightful, hilarious, breathtaking and the best and most relevant novel I’ve read in what feels like forever."" —Taffy Brodesser-Akner, The New York Times Book Review Corbin College, not quite upstate New York, winter 1959–1960: Ruben Blum, a Jewish historian—but not an historian of the Jews—is co-opted onto a hiring committee to review the application of an exiled Israeli scholar specializing in the Spanish Inquisition. When Benzion Netanyahu shows up for an interview, family unexpectedly in tow, Blum plays the reluctant host to guests who proceed to lay waste to his American complacencies. Mixing fiction with nonfiction, the campus novel with the lecture, The Netanyahus is a wildly inventive, genre-bending comedy of blending, identity, and politics that finds Joshua Cohen at the height of his powers.","[{'type': 'ISBN_13', 'identifier': '9781681376073'}, {'type': 'ISBN_10', 'identifier': '1681376075'}]","{'text': False, 'image': True}",249.0,BOOK,['Fiction'],NOT_MATURE,False,0.8.0.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=MtkvEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=MtkvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=MtkvEAAAQBAJ&printsec=frontcover&dq=isbn:9781681376073&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=MtkvEAAAQBAJ&dq=isbn:9781681376073&hl=&source=gbs_api,https://books.google.com/books/about/The_Netanyahus.html?hl=&id=MtkvEAAAQBAJ,An Account of a Minor and Ultimately Even Negligible Episode in the History of a Very Famous Family,,,9781681376073,1681376075,,http://books.google.com/books/content?id=MtkvEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=MtkvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
